replicate,gain_O,gain_U,gain_V,gain_W
294,0.09973316308444002,-0.028852274394252753,-0.013274001493565946,0.003851804783389756
295,0.1410316971391109,-0.02374936909176162,-0.042947890270960354,0.010425276691635843
296,0.22637604358870977,-0.0270754757448306,0.0025847654568539324,0.01908602214907018
297,0.10216651075581629,-0.009177646144707508,0.0035988919184436474,0.0134394467471316
298,0.18585170857860078,-0.035435173707837775,-0.027592975193818647,0.01807730175602662
299,0.07170256306466016,-0.012096449688391964,-0.00968778939221382,-0.015313303467788586
300,0.1553970284364541,-0.04193530838695003,-0.025217417645273965,0.0016027037389693133
301,0.15868883792134358,-0.02462259146609136,-0.008981647210534849,0.007286234609741982
302,0.2444459519277138,-0.02714350691309808,-0.008557290302259934,0.02211191202186924
303,0.1976506014592182,-0.015287416417776978,-0.014254261444891725,0.025410073768941888
304,0.24401978939331848,-0.014553932605465558,-0.034526719172315534,0.006138519050229663
305,0.15145533554919444,-0.0061773896484573765,-0.01088209748871205,-0.007001918027672804
306,0.15421176419659166,-0.013270725921650905,-0.01643640982766259,0.01639542478660283
307,0.19234998981096152,-0.027261572105989673,-0.003089522069587014,0.023586500128440768
308,0.2029478993980054,-0.01938660146839588,-0.014099229382060985,0.004879595857503416
309,0.07680890913195193,-0.006390600039620997,-0.009574252024692864,-0.02103405062476993
310,0.11397051594955121,0.008427230150768517,0.00033335667232703425,0.022846226545345627
311,0.1393473967766813,-0.0329877451525773,-0.011170170632493148,0.013452567317770558
312,0.11919334263701498,-0.015858074857398874,-0.00139304320910405,-0.0007557299776668192
313,0.023614657324248278,-0.022254409791871543,-0.018280477003627116,-0.00870231518075859
314,0.09767337505787288,-0.043229224151612344,-0.0028181822526072153,0.00024890303603108954
315,0.20156974972652364,-0.029216668701013138,-0.006955207029604615,0.01511013383344717
316,0.053366708629402626,-0.0012897519872185903,-0.025765538776601593,0.009835180790906284
317,0.1852680045950732,-0.012091877064699608,-0.0338039945230888,0.02374413355401006
318,0.17926274714691137,-0.029840532438486278,-0.020296012163707244,0.02332637400747939
319,0.07571244146650247,0.01683425999399213,-0.0010888010046832264,0.009622504425911615
320,0.15872494600779996,0.011814178628792305,-0.043260615910726274,0.020974468240980038
321,0.18362803114933435,-0.022481074723675665,-0.011500995485225207,0.0050807418937490745
322,0.04729281630376769,-0.0015415896508363947,-0.015630061602233125,-0.015237968204437236
323,0.21762442630617584,-0.031763422146371845,-0.0050028137763444835,0.005075249846240304
324,0.14846760249285573,-0.014859818364507227,-0.007262830831796574,0.012207193376236214
325,0.15863528402297566,-0.020463650987082138,-0.01611786620275857,0.015162251605607246
326,0.1103869807253246,-0.03381035233657759,-0.018333748016525098,-0.006083546705666576
327,0.09649232905058613,-0.0020652016867253042,-0.027569410536435024,0.02027988156636429
328,0.021870393917852282,-0.008081279569675415,-0.011899665153485728,-0.027151941552675085
329,0.12086642192853869,-0.006440472388235197,-0.035644524722209026,0.010753446034836078
330,0.09937253986751826,-0.021760496942998753,-0.013462443287836967,0.004120182391027516
331,0.14267314448949386,-0.021026016106843848,-0.002888041756754278,-0.004176491907254443
332,0.19177848408231468,-0.009910744695333706,-0.010417016962601666,0.011113717067647522
333,0.12284274659469796,-0.007832639731962354,-0.0013779497206651836,0.008773667206076086
334,0.1628370109722913,0.01328653521090728,-0.01218030004965609,0.01768969381358887
335,0.0960510271162015,-0.008771816288380752,-0.02388520551569573,-0.018953757589192488
336,0.07545987327914105,-0.019826788863582356,-0.01470720190190411,-0.0016247368776209914
337,0.18992284034774198,-0.019781519215688714,-0.014172020020839726,0.013962497181131517
338,0.24623105334015238,-0.03190138895614569,-0.03547205149518451,0.009741411642931741
339,0.14080611563667833,-0.018605845632098994,-0.013808646476866748,0.0023562738449904863
340,0.20475428097546666,-0.014046879725220007,-0.02254557759736575,0.010661635585904605
341,0.16144599227125034,-0.024139648479541975,-0.02471394094960644,0.0023850572479783283
